Weight	Nested	Procedure	freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	delay	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1		TestProc	LF	sandbox	latex	lotto	listing	libido	298	85	234	167	4	150	1	sandbox	298	486.820962856429	337.211374885644	1238.4778792367	490.137702900937	516.393202250021	760.114100916989	929.980421737546	914.748025914094	867.90258949765	125.97437989607
1		TestProc	HF	music	chapter	cause	range	clown	52	120	350	273	202	250	2	chapter	120	1155.20430144269	278.735409869737	1186.41016151378	725	770.540728933227	131.076898795117	440.54818609817	504.065617502822	690.157362633635	895.873541826715
1		TestProc	LF	glucose	bowler	hearsay	pansy	cocoon	249	23	312	174	98	150	5	cocoon	98	466.567829401119	668.34717981812	996.292451395709	156.798058619024	542.742069809042	257.347757456457	881.811385307062	922.808758147309	1236.10722749663	580.669240384026
1		TestProc	HF	blanket	screen	light	mystery	general	125	336	188	63	258	250	5	general	258	1167.6608177156	754.430574540418	677.30534276968	159.58181694296	784.330759615974	921.107227496628	1196.40260967535	343.403800104181	448.740959706478	608.164676327104
1		TestProc	HF	bottom	rumor	enemy	truck	threat	252	34	322	114	179	250	3	enemy	322	459.577393481939	648.606797749979	1063.6771613883	193.384970977983	593.735409869736	209.795698557311	1205.41818305704	687.69465723032	846.980962574913	924.939078062557
1		TestProc	HF	ranch	honey	cancer	miracle	darling	208	270	345	57	121	350	5	darling	121	652.211374885644	878.179037143571	440	525	736.472381958992	138.629669484373	1175.46822717817	307.144385993989	1182.86692028084	731.015229964022
1		TestProc	LF	canon	tribune	spatter	eggnog	gunmen	215	134	351	62	284	150	4	eggnog	62	610.569425459582	852.660817715597	1127.73592013546	802.863348183599	777.426213983908	129.924663761945	1193.17903714357	337.211374885644	451.881709489601	428.231241760133
1		TestProc	HF	string	request	funeral	lobby	tooth	225	153	20	83	312	150	1	string	225	557.157287525381	807.842712474619	1021.59619989582	881.402609675347	976.808057330268	149.122951685637	1237.01846065653	476.252262637941	542.742069809042	257.347757456457
1		TestProc	LF	eyebrow	bellboy	posture	pelican	barrage	89	224	294	27	163	350	4	pelican	27	1239.93907806256	518.019037425087	562.136651816401	812.73592013546	474.58181694296	362.30534276968	1021.59619989582	168.597390324653	956.948681889095	907.521902385214
1		TestProc	LF	pinball	paging	hotline	copilot	vendor	95	169	239	322	33	150	2	paging	169	1238.4778792367	559.862297099063	916.323598150618	917.650873379066	497.133079719155	731.015229964022	593.735409869736	209.795698557311	1057.85561400601	189.53177282183
1		TestProc	LF	amnesty	otter	bazaar	suntan	margin	245	110	29	327	179	350	3	bazaar	29	477.47688518534	694.04730469628	1215.87704831436	661.808057330268	1033.92384809853	175.152117144242	622.144385993989	189.53177282183	846.980962574913	924.939078062557
1		TestProc	HF	study	jewelry	routine	image	county	270	346	203	126	47	350	3	routine	203	440	525	743.231241760133	136.881709489601	683.707548604291	893.201941380976	1163.60679774998	760.114100916989	1132.54148064767	252.200655975001
1		TestProc	LF	venting	crewman	railway	groin	midtown	113	313	51	247	182	350	5	midtown	182	1208.20194138098	681.292451395709	547.458519352332	252.200655975001	1150.85838458279	273.271843580065	471.798058619024	681.29245139571	826.040201319	924.756330807638
1		TestProc	HF	beard	charm	cooking	luggage	patch	64	3	288	142	214	150	2	charm	3	1199.51761851967	349.651541284369	860.934382497178	125.54818609817	459.577393481939	401.393202250021	1086.26459013026	840.204301442689	616.322838611701	856.615029022017
1		TestProc	LF	vulture	famine	topside	havoc	guile	279	129	204	44	342	250	1	vulture	279	444.924663761945	462.426213983908	1150.85838458279	776.728156419935	677.30534276968	890.41818305704	1117.8633481836	237.264079864539	716.393202250021	144.577393481939
1		TestProc	HF	comment	museum	stroke	mouth	sherry	321	90	166	235	27	250	1	comment	321	588.271843580065	214.141615417212	1240	525	936.768758239867	913.118290510399	512.339182284403	754.430574540419	1021.59619989582	168.597390324653
1		TestProc	LF	plaid	texture	prenup	alumni	bonfire	165	92	233	295	7	150	3	prenup	233	943.527618041008	911.370330515627	1239.75633080764	538.959798681	520.545795981083	765.726009260819	477.47688518534	355.95269530372	888.747737362059	127.981539343471
1		TestProc	LF	climax	dialect	drinker	blowout	maxim	208	135	279	49	348	350	2	dialect	135	652.211374885644	878.179037143571	1122.84271247462	807.842712474619	444.924663761945	462.426213983908	1141.88383208911	262.576388403797	756.835323672896	133.740959706478
1		TestProc	HF	panic	tower	killer	degree	choice	350	55	278	130	205	350	2	tower	55	770.540728933227	131.076898795117	1167.6608177156	295.569425459582	443.892772503372	469.330759615974	1146.41777724759	782.115043874616	670.95269530372	887.52311481466
1		TestProc	HF	collar	nation	drawer	library	movie	69	290	4	136	198	350	4	library	136	1213.43217059888	381.65282018188	464.122951685637	388.191942669733	867.90258949765	125.97437989607	1117.8633481836	812.73592013546	716.393202250021	905.422606518061
1		TestProc	LF	deluxe	watcher	seafood	summary	stead	343	110	210	48	282	350	1	deluxe	343	723.051318110906	142.478097614786	1215.87704831436	661.808057330268	640	871.410161513775	1137.25793019096	257.347757456457	448.740959706478	441.835323672897
