Weight	Nested	Procedure	dom_freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	duration	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	freq1	freq2	freq3	freq4	freq5	freq_config
1		TestProc	LF	folly	player	hanger	bedside	corpse	289	224	2	77	156	1000	2	player	224	461.792569760273	394.772738217137	562.136651816401	812.73592013546	853.959798681	125.243669192362	1229.74802591409	435.019578262454	1002.69465723032	890.41818305704	LF	HF	LF	LF	HF	3
1		TestProc	LF	necktie	tracer	napalm	routine	brain	160	91	227	293	30	750	1	necktie	160	976.808057330268	900.877048314363	1239.93907806256	531.980962574913	547.458519352332	797.799344025	471.798058619024	368.707548604291	1040	178.589838486224	LF	LF	LF	HF	HF	0
1		TestProc	LF	alumni	channel	goner	pumpkin	statute	50	278	211	344	130	1000	4	pumpkin	344	1146.41777724759	267.884956125384	443.892772503372	469.330759615974	633.984770035978	867.866920280845	729.7450576732	140.495321624673	1146.41777724759	782.115043874616	LF	HF	LF	HF	LF	4
1		TestProc	LF	pizza	grate	piston	lingo	vampire	219	86	157	297	10	500	1	pizza	219	588.271843580065	835.858384582788	1239.02562010393	497.09741050235	996.29245139571	893.201941380976	483.597390324653	343.403800104181	909.459271066772	131.076898795117	HF	LF	LF	LF	HF	6
1		TestProc	HF	silence	patrol	subway	bowler	bedlam	341	43	268	201	104	750	3	subway	268	709.772738217137	146.792569760273	1112.799344025	232.458519352332	440.243669192362	538.959798681001	696.65282018188	898.432170598881	1228.1182905104	621.768758239867	HF	HF	HF	LF	LF	0
1		TestProc	LF	arsenic	format	patient	woman	crutch	63	130	204	354	271	500	5	crutch	271	1196.40260967535	343.403800104181	1146.41777724759	782.115043874616	677.30534276968	890.41818305704	798.188614692939	127.191241852691	440.060921937443	518.019037425087	LF	LF	HF	HF	LF	2
1		TestProc	HF	shock	respect	eagle	pantry	baptism	164	319	255	33	98	1000	2	respect	319	950.2549423268	909.504678375327	577.576388403797	223.116167910891	453.629669484373	628.527618041008	1057.85561400601	189.53177282183	1236.10722749663	580.669240384026	HF	HF	HF	LF	LF	0
1		TestProc	HF	smile	revolt	grade	shutter	funeral	320	88	21	257	161	750	1	smile	320	582.884956125384	218.582222752409	1239.75633080764	511.040201319	983.34717981812	151.567829401119	450.251974085906	614.980421737546	970.227261782863	903.207430239727	HF	LF	HF	LF	HF	4
1		TestProc	LF	landing	turmoil	waiter	topside	slant	180	50	119	244	314	750	4	topside	244	840	925	1146.41777724759	267.884956125384	1189.84788285576	718.923848098535	480.482381480333	700.348458715631	552.264079864539	247.136651816401	HF	LF	HF	LF	LF	8
1		TestProc	HF	planet	segment	uncool	shame	husband	261	31	104	198	327	750	5	husband	327	444.924663761945	587.573786016092	1046.01522996402	182.133079719155	1228.1182905104	621.768758239867	716.393202250021	905.422606518061	622.144385993989	189.53177282183	HF	LF	LF	HF	HF	5
1		TestProc	LF	quake	project	bingo	almond	plank	274	86	211	148	12	500	2	project	86	440.97437989607	497.09741050235	1239.02562010393	497.09741050235	633.984770035978	867.866920280845	1051.96770569328	864.21923846257	923.164676327104	133.740959706478	LF	HF	HF	LF	LF	5
1		TestProc	LF	trouble	gentry	hoodlum	slang	threat	215	57	276	148	344	1000	1	trouble	215	610.569425459582	852.660817715597	1175.46822717817	307.144385993989	442.191241852691	483.188614692939	1051.96770569328	864.21923846257	729.7450576732	140.495321624673	HF	LF	LF	LF	HF	6
1		TestProc	HF	mouth	policy	fiesta	station	accord	28	92	324	258	164	500	2	policy	92	1027.78862511436	171.820962856429	1239.75633080764	538.959798681	604.885899083011	201.393202250021	448.740959706478	608.164676327104	950.2549423268	909.504678375327	HF	HF	LF	HF	LF	1
1		TestProc	LF	lantern	tiara	brand	manner	whirl	46	115	189	255	320	750	3	brand	189	1127.73592013546	247.136651816401	1202.52311481466	694.04730469628	777.426213983908	920.075336238055	453.629669484373	628.527618041008	582.884956125384	218.582222752409	LF	LF	HF	HF	LF	2
1		TestProc	HF	rocker	blender	sweater	wrist	stomach	360	149	287	226	62	1000	5	stomach	62	840	125	1046.01522996402	867.866920280845	457.478097614786	408.051318110905	552.26407986454	802.863348183599	1193.17903714357	337.211374885644	LF	LF	HF	HF	HF	9
1		TestProc	HF	magic	sabbath	prize	piano	lithium	163	322	225	93	28	1000	4	piano	93	956.948681889095	907.521902385214	593.735409869736	209.795698557311	557.157287525381	807.842712474619	1239.45181390183	545.934382497177	1027.78862511436	171.820962856429	HF	LF	HF	HF	LF	3
1		TestProc	LF	muscle	locker	mousse	tarot	matinee	246	175	109	323	34	1000	3	mousse	109	474.58181694296	687.69465723032	874.862297099063	923.477879236698	1218.20743023973	655.227261782863	599.273990739181	205.545795981083	1063.6771613883	193.384970977983	HF	HF	LF	LF	LF	9
1		TestProc	HF	plane	morning	twister	wingman	editor	297	67	206	2	140	500	5	editor	140	483.597390324653	343.403800104181	1208.20194138098	368.70754860429	664.651541284369	884.517618519667	853.959798681	125.243669192362	1097.11504387462	831.417777247591	HF	HF	LF	LF	HF	2
1		TestProc	LF	suntan	pouch	disease	milking	pitch	5	149	295	220	80	500	4	milking	220	874.862297099063	126.522120763302	1046.01522996402	867.866920280845	477.47688518534	355.95269530372	582.884956125384	831.417777247591	1233.92310120488	455.540728933228	LF	LF	HF	LF	HF	1
