Weight	Nested	Procedure	dom_freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	duration	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	freq1	freq2	freq3	freq4	freq5	freq_config
1		TestProc	LF	memento	cousin	product	hearsay	persona	358	131	61	212	282	1000	4	hearsay	212	826.040201319	125.243669192362	1141.88383208911	787.423611596203	1189.84788285576	331.076151901465	628.032294306718	864.219238462571	448.740959706478	441.835323672897	LF	HF	HF	LF	LF	5
1		TestProc	HF	crock	torture	theta	privacy	truck	20	175	317	240	104	1000	3	theta	317	976.808057330268	149.122951685637	874.862297099063	923.477879236698	567.200655975001	232.458519352332	493.589838486225	725	1228.1182905104	621.768758239867	LF	HF	LF	HF	HF	8
1		TestProc	HF	paper	payment	crypt	miracle	inhaler	259	111	321	188	39	750	5	inhaler	39	447.349126620934	601.323598150618	1213.43217059888	668.34717981812	588.271843580065	214.141615417212	784.330759615974	921.107227496628	1091.72815641993	214.141615417212	HF	HF	LF	HF	LF	1
1		TestProc	HF	tiger	zoning	counsel	spider	rosary	107	14	169	237	302	500	1	tiger	107	1222.52190238521	641.948681889095	936.768758239867	136.881709489601	916.323598150618	917.650873379066	504.53177282183	742.855614006011	500.78076153743	313.032294306718	HF	LF	HF	HF	LF	3
1		TestProc	HF	bayou	science	number	planner	bingo	83	244	182	312	19	1000	5	bingo	19	1237.01846065653	476.252262637941	480.482381480333	700.348458715631	826.040201319	924.756330807638	542.742069809042	257.347757456457	970.227261782863	146.792569760273	LF	HF	HF	LF	HF	7
1		TestProc	LF	talent	winch	landing	rooftop	rowing	155	60	354	221	293	750	5	rowing	293	1009.04730469628	887.52311481466	1186.41016151378	325	798.188614692939	127.191241852691	577.576388403797	826.883832089109	471.798058619024	368.707548604291	HF	LF	HF	LF	LF	8
1		TestProc	LF	sample	revenge	fanfare	chore	lagoon	27	320	257	196	134	500	4	chore	196	1021.59619989582	168.597390324653	582.884956125384	218.582222752409	450.251974085906	614.980421737546	729.7450576732	909.504678375328	1127.73592013546	802.863348183599	HF	HF	LF	LF	LF	9
1		TestProc	HF	carton	cable	wretch	favor	holiday	129	266	46	327	203	750	2	cable	266	1150.85838458279	776.728156419935	440.97437989607	552.90258949765	1127.73592013546	247.136651816401	622.144385993989	189.53177282183	683.707548604291	893.201941380976	LF	HF	LF	HF	HF	8
1		TestProc	LF	scotch	barrage	modem	cleaver	crown	294	139	73	208	357	1000	1	scotch	294	474.58181694296	362.30534276968	1102.4236115962	826.883832089109	1222.52190238521	408.051318110905	652.211374885644	878.179037143571	819.065617502822	125.54818609817	HF	LF	LF	LF	HF	6
1		TestProc	LF	grownup	airport	mango	fatigue	style	349	52	134	205	281	750	3	mango	134	763.676401849382	132.349126620934	1155.20430144269	278.735409869737	1127.73592013546	802.863348183599	670.95269530372	887.52311481466	447.349126620934	448.676401849382	LF	HF	LF	LF	HF	3
1		TestProc	LF	rocker	image	guard	petunia	parcel	179	114	37	248	331	500	3	guard	37	846.980962574913	924.939078062557	1205.41818305704	687.69465723032	1080.72600926082	205.545795981083	469.126458173285	674.842637366365	646.076151901465	175.152117144242	LF	HF	HF	LF	LF	5
1		TestProc	HF	cuisine	sight	stone	picnic	helper	29	256	168	105	317	750	1	cuisine	29	1033.92384809853	175.152117144242	451.881709489601	621.768758239867	923.164676327104	916.259040293522	1226.37033051563	628.527618041008	567.200655975001	232.458519352332	LF	HF	HF	HF	LF	6
1		TestProc	LF	daycare	steam	cluck	birth	tingle	254	34	173	320	97	500	2	steam	34	455.495321624672	635.2549423268	1063.6771613883	193.384970977983	888.747737362059	922.018460656529	582.884956125384	218.582222752409	1237.01846065653	573.747737362059	LF	HF	LF	HF	LF	4
1		TestProc	LF	nephew	option	wharf	chord	grate	318	240	148	24	87	750	4	chord	24	572.347757456457	227.742069809042	493.589838486225	725	1051.96770569328	864.21923846257	1002.69465723032	159.58181694296	1239.45181390183	504.065617502822	HF	HF	LF	LF	LF	9
1		TestProc	HF	cabin	tarot	studio	parade	intake	81	149	15	217	314	1000	4	parade	217	1235.07533623806	462.426213983908	1046.01522996402	867.866920280845	943.527618041008	138.629669484373	599.273990739181	844.454204018917	552.264079864539	247.136651816401	HF	LF	HF	HF	LF	3
