Weight	Nested	Procedure	freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	duration	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1		TestProc	LF	catfish	compact	gloom	relic	nutcase	204	351	290	128	67	1000	1	catfish	204	677.30534276968	890.41818305704	777.426213983908	129.924663761945	464.122951685637	388.191942669733	1155.20430144269	771.264590130263	1208.20194138098	368.70754860429
1		TestProc	LF	blowout	climax	rocker	forum	basin	285	128	200	346	63	1000	5	basin	63	453.629669484373	421.472381958992	1155.20430144269	771.264590130263	703.191942669732	900.877048314363	743.231241760133	136.881709489601	1196.40260967535	343.403800104181
1		TestProc	LF	crypt	theta	bellman	rundown	listing	210	141	282	70	4	500	2	theta	141	640	871.410161513775	1091.72815641994	835.858384582788	448.740959706478	441.835323672897	1215.87704831436	388.191942669732	867.90258949765	125.97437989607
1		TestProc	HF	trunk	guest	scotch	pencil	medal	20	81	308	154	240	500	1	trunk	20	976.808057330268	149.122951685637	1235.07533623806	462.426213983908	524.795698557311	278.735409869737	1015.34845871563	884.517618519667	493.589838486225	725
1		TestProc	HF	admiral	psycho	secret	coast	kingdom	136	340	276	65	204	750	2	psycho	340	1117.8633481836	812.73592013546	703.191942669732	149.122951685637	442.191241852691	483.188614692939	1202.52311481466	355.95269530372	677.30534276968	890.41818305704
1		TestProc	LF	vortex	sheik	staging	detox	blender	186	97	259	36	333	1000	3	staging	259	798.188614692939	922.808758147309	1237.01846065653	573.747737362059	447.349126620934	601.323598150618	1075.11410091699	201.393202250021	658.403800104181	168.597390324653
1		TestProc	HF	picture	tissue	memory	career	fraud	301	15	165	237	99	500	2	tissue	15	497.133079719155	318.984770035978	943.527618041008	138.629669484373	943.527618041008	911.370330515627	504.53177282183	742.855614006011	1235.07533623806	587.573786016092
1		TestProc	LF	toupee	stinker	sedan	toolbox	heresy	46	116	244	334	182	750	2	stinker	116	1127.73592013546	247.136651816401	1199.51761851967	700.348458715631	480.482381480333	700.348458715631	664.651541284369	165.482381480333	826.040201319	924.756330807638
1		TestProc	LF	farce	quota	pouch	carnage	albino	132	290	204	352	53	750	5	albino	53	1137.25793019096	792.652242543543	464.122951685637	388.191942669733	677.30534276968	890.41818305704	784.330759615974	128.892772503372	1159.45420401892	284.273990739181
1		TestProc	HF	throat	fence	soldier	wisdom	cookie	270	206	53	131	332	500	5	cookie	332	440	525	664.651541284369	884.517618519667	1159.45420401892	284.273990739181	1141.88383208911	787.423611596203	652.211374885644	171.820962856429
1		TestProc	HF	crime	script	whistle	mister	plate	251	320	89	152	21	1000	4	mister	152	461.792569760273	655.227261782863	582.884956125384	218.582222752409	1239.93907806256	518.019037425087	1027.78862511436	878.179037143571	983.34717981812	151.567829401119
1		TestProc	HF	crash	costume	youth	airport	crack	48	131	329	197	267	750	3	youth	329	1137.25793019096	257.347757456457	1141.88383208911	787.423611596203	633.984770035978	182.133079719155	723.051318110905	907.521902385214	440.54818609817	545.934382497178
1		TestProc	LF	radium	perch	gravel	brooch	latex	299	238	2	79	149	500	4	brooch	79	490.152117144242	331.076151901465	500.78076153743	736.967705693282	853.959798681	125.243669192362	1232.65087337907	448.676401849382	1046.01522996402	867.866920280845
1		TestProc	LF	whirl	gazette	jeweler	adder	alloy	356	231	61	149	294	750	3	jeweler	61	812.09741050235	125.97437989607	529.141615417212	776.728156419935	1189.84788285576	331.076151901465	1046.01522996402	867.866920280845	474.58181694296	362.30534276968
1		TestProc	HF	piano	mirror	honor	rhythm	design	191	106	334	40	272	1000	5	design	272	763.676401849382	917.650873379066	1224.50467837533	635.2549423268	664.651541284369	165.482381480333	1097.11504387462	218.582222752409	440.243669192362	511.040201318999
1		TestProc	HF	damage	point	assault	power	emperor	204	51	142	285	349	500	3	assault	142	677.30534276968	890.41818305704	1150.85838458279	273.271843580065	1086.26459013026	840.204301442689	453.629669484373	421.472381958992	763.676401849382	132.349126620934
1		TestProc	HF	lemon	ranch	apology	pocket	ground	107	242	172	18	305	500	4	pocket	18	1222.52190238521	641.948681889095	486.820962856429	712.788625114356	895.669240384026	921.107227496628	963.606797749979	144.577393481939	512.339182284403	295.569425459582
1		TestProc	LF	palate	chariot	uproar	bonfire	stair	176	249	115	311	13	1000	4	bonfire	311	867.90258949765	924.02562010393	466.567829401119	668.34717981812	1202.52311481466	694.04730469628	538.116167910891	262.576388403797	929.980421737546	135.251974085906
1		TestProc	HF	suspect	mount	misery	night	chamber	62	210	272	355	149	750	5	chamber	149	1193.17903714357	337.211374885644	640	871.410161513775	440.243669192362	511.040201318999	805.137702900937	126.522120763302	1046.01522996402	867.866920280845
1		TestProc	LF	emery	gauze	manhunt	allergy	invoice	133	44	340	205	270	750	4	allergy	205	1132.54148064767	797.799344024999	1117.8633481836	237.264079864539	703.191942669732	149.122951685637	670.95269530372	887.52311481466	440	525
1		TestProc	LF	cider	bowler	safari	brook	premium	30	106	236	309	168	1000	2	bowler	106	1040	178.589838486224	1224.50467837533	635.2549423268	508.384970977983	748.677161388299	529.141615417212	273.271843580065	923.164676327104	916.259040293522
1		TestProc	HF	brother	ticket	mother	fellow	sweater	76	229	148	297	6	750	1	brother	76	1228.1182905104	428.231241760133	538.116167910891	787.423611596203	1051.96770569328	864.21923846257	483.597390324653	343.403800104181	881.811385307061	127.191241852691
1		TestProc	HF	school	detail	weapon	beard	favor	250	335	115	37	188	750	4	beard	37	464.122951685637	661.808057330268	670.95269530372	162.47688518534	1202.52311481466	694.04730469628	1080.72600926082	205.545795981083	784.330759615974	921.107227496628
1		TestProc	HF	dream	union	estate	version	glory	297	15	146	81	224	1000	2	union	15	483.597390324653	343.403800104181	943.527618041008	138.629669484373	1063.6771613883	856.615029022017	1235.07533623806	462.426213983908	562.136651816401	812.73592013546
1		TestProc	LF	clasp	savvy	shroud	deceit	busboy	124	263	40	194	338	500	5	busboy	338	1171.61502902202	748.677161388299	442.981539343471	573.747737362059	1097.11504387462	218.582222752409	743.231241760133	913.118290510399	690.157362633635	154.126458173285
1		TestProc	LF	borough	fleece	bellboy	necktie	eyeball	282	138	207	75	343	750	1	borough	282	448.740959706478	441.835323672897	1107.65224254354	822.257930190958	658.403800104182	881.402609675347	1226.37033051563	421.472381958992	723.051318110906	142.478097614786
1		TestProc	HF	blade	badge	clown	photo	video	242	179	116	20	310	1000	3	clown	116	486.820962856429	712.788625114356	846.980962574913	924.939078062557	1199.51761851967	700.348458715631	976.808057330268	149.122951685637	533.582222752409	267.884956125384
1		TestProc	LF	texture	buildup	goatee	rigging	solace	41	307	111	239	178	500	3	goatee	111	1102.4236115962	223.116167910891	520.545795981083	284.273990739181	1213.43217059888	668.34717981812	497.133079719155	731.015229964022	853.959798681	924.756330807638
1		TestProc	LF	lumbar	flake	nitro	pasture	gentry	185	260	120	32	330	500	1	lumbar	185	805.137702900937	923.477879236698	446.076898795117	594.459271066772	1186.41016151378	725	1051.96770569328	185.78076153743	640	178.589838486225
1		TestProc	HF	freedom	battle	credit	garage	reality	138	268	354	206	65	1000	1	freedom	138	1107.65224254354	822.257930190958	440.243669192362	538.959798681001	798.188614692939	127.191241852691	664.651541284369	884.517618519667	1202.52311481466	355.95269530372
1		BreakProc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1		TestProc	HF	brandy	project	perfume	cheese	studio	101	246	179	322	25	500	1	brandy	101	1232.65087337907	601.323598150618	474.58181694296	687.69465723032	846.980962574913	924.939078062557	593.735409869736	209.795698557311	1009.04730469628	162.47688518534
1		TestProc	HF	advice	nature	stroke	cherry	weather	360	148	298	218	76	750	1	advice	360	840	125	1051.96770569328	864.21923846257	486.820962856429	337.211374885644	593.735409869737	840.204301442689	1228.1182905104	428.231241760133
1		TestProc	LF	pretext	archive	posture	watcher	imagery	116	249	188	316	48	500	1	pretext	116	1199.51761851967	700.348458715631	466.567829401119	668.34717981812	784.330759615974	921.107227496628	562.136651816401	237.26407986454	1137.25793019096	257.347757456457
1		TestProc	HF	bible	season	virgin	tooth	juice	272	64	207	126	334	750	2	season	64	440.243669192362	511.040201318999	1199.51761851967	349.651541284369	658.403800104182	881.402609675347	1163.60679774998	760.114100916989	664.651541284369	165.482381480333
1		TestProc	LF	bugle	novelty	intro	papaya	rubble	108	332	47	177	261	750	5	rubble	261	1220.42260651806	648.606797749979	652.211374885644	171.820962856429	1132.54148064767	252.200655975001	860.934382497177	924.45181390183	444.924663761945	587.573786016092
1		TestProc	HF	trouble	result	spirit	screen	library	341	272	203	61	122	750	5	library	122	709.772738217137	146.792569760273	440.243669192362	511.040201318999	683.707548604291	893.201941380976	1189.84788285576	331.076151901465	1179.21923846257	736.967705693282
