Weight	Nested	Procedure	freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	delay	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1		TestProc	HF	concern	vision	wizard	injury	farmer	183	254	102	331	34	150	3	wizard	102	819.065617502823	924.45181390183	455.495321624672	635.2549423268	1231.25904029352	608.164676327104	646.076151901465	175.152117144242	1063.6771613883	193.384970977983
1		TestProc	LF	ballast	pottery	memento	stead	piranha	182	110	49	334	273	150	2	pottery	110	826.040201319	924.756330807638	1215.87704831436	661.808057330268	1141.88383208911	262.576388403797	664.651541284369	165.482381480333	440.54818609817	504.065617502822
1		TestProc	HF	dream	sight	mistake	charm	hatch	165	292	85	227	20	250	2	sight	292	943.527618041008	911.370330515627	469.126458173285	375.157362633635	1238.4778792367	490.137702900937	547.458519352332	797.799344025	976.808057330268	149.122951685637
1		TestProc	HF	string	ground	silence	space	meeting	298	206	1	142	72	150	5	meeting	72	486.820962856429	337.211374885644	664.651541284369	884.517618519667	846.980962574913	125.060921937443	1086.26459013026	840.204301442689	1220.42260651806	401.393202250021
1		TestProc	LF	caterer	kimono	brood	nugget	feller	333	269	38	130	198	350	1	caterer	333	658.403800104181	168.597390324653	440.060921937443	531.980962574913	1086.26459013026	209.795698557311	1146.41777724759	782.115043874616	716.393202250021	905.422606518061
1		TestProc	LF	pasture	cleanup	blazer	queue	cyanide	50	333	129	205	272	250	3	blazer	129	1146.41777724759	267.884956125384	658.403800104181	168.597390324653	1150.85838458279	776.728156419935	670.95269530372	887.52311481466	440.243669192362	511.040201318999
1		TestProc	HF	cherry	society	barrel	service	queen	203	124	275	347	49	250	4	service	347	683.707548604291	893.201941380976	1171.61502902202	748.677161388299	441.522120763302	490.137702900937	750.019578262454	135.251974085906	1141.88383208911	262.576388403797
1		TestProc	HF	hunting	youth	trailer	guest	credit	51	140	342	212	275	250	1	hunting	51	1150.85838458279	273.271843580065	1097.11504387462	831.417777247591	716.393202250021	144.577393481939	628.032294306718	864.219238462571	441.522120763302	490.137702900937
1		TestProc	LF	possum	pansy	prenup	rubble	stamina	90	22	232	294	171	250	4	rubble	294	1240	525	989.842637366365	154.126458173285	524.795698557311	771.264590130263	474.58181694296	362.30534276968	902.573786016092	920.075336238055
1		TestProc	LF	milking	eyeball	trader	bonfire	cadaver	224	291	68	144	359	250	2	eyeball	291	562.136651816401	812.73592013546	466.567829401119	381.65282018188	1210.87354182671	375.157362633635	1075.11410091699	848.606797749979	833.019037425086	125.060921937443
1		TestProc	LF	otter	anthem	havoc	baptism	refusal	109	40	244	177	337	150	3	havoc	244	1218.20743023973	655.227261782863	1097.11504387462	218.582222752409	480.482381480333	700.348458715631	860.934382497177	924.45181390183	683.70754860429	156.798058619024
1		TestProc	HF	heart	picnic	creep	partner	proof	263	108	43	193	341	150	4	partner	193	442.981539343471	573.747737362059	1220.42260651806	648.606797749979	1112.799344025	232.458519352332	750.019578262454	914.748025914094	709.772738217137	146.792569760273
1		TestProc	HF	failure	vodka	highway	center	writer	178	243	42	332	111	350	3	highway	42	853.959798681	924.756330807638	483.597390324653	706.596199895819	1107.65224254354	227.742069809042	652.211374885644	171.820962856429	1213.43217059888	668.34717981812
1		TestProc	HF	juice	motive	event	fraud	worker	272	6	208	71	133	350	1	juice	272	440.243669192362	511.040201318999	881.811385307061	127.191241852691	652.211374885644	878.179037143571	1218.20743023973	394.772738217137	1132.54148064767	797.799344024999
1		TestProc	LF	umpire	prude	mascara	takeout	trainee	291	135	353	69	208	350	3	mascara	353	466.567829401119	381.65282018188	1122.84271247462	807.842712474619	791.252262637941	127.981539343471	1213.43217059888	381.65282018188	652.211374885644	878.179037143571
