Weight	Nested	Procedure	freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	delay	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1		TestProc	HF	brandy	leather	cheese	deposit	nature	332	254	43	187	115	350	2	leather	254	652.211374885644	171.820962856429	455.495321624672	635.2549423268	1112.799344025	232.458519352332	791.252262637941	922.018460656529	1202.52311481466	694.04730469628
1		TestProc	LF	iceberg	pajama	spawn	wench	lockup	241	303	70	147	8	150	2	pajama	303	490.152117144242	718.923848098535	504.53177282183	307.144385993989	1215.87704831436	388.191942669732	1057.85561400601	860.46822717817	895.669240384026	128.892772503372
1		TestProc	LF	decree	refusal	armada	mocha	whipper	148	298	359	220	65	150	4	mocha	220	1051.96770569328	864.21923846257	486.820962856429	337.211374885644	833.019037425086	125.060921937443	582.884956125384	831.417777247591	1202.52311481466	355.95269530372
1		TestProc	HF	report	truck	alley	dessert	source	113	42	183	335	247	350	3	alley	183	1208.20194138098	681.292451395709	1107.65224254354	227.742069809042	819.065617502823	924.45181390183	670.95269530372	162.47688518534	471.798058619024	681.29245139571
1		TestProc	LF	galley	calcium	rosary	pottery	raccoon	159	98	20	220	318	250	2	calcium	98	983.34717981812	898.432170598881	1236.10722749663	580.669240384026	976.808057330268	149.122951685637	582.884956125384	831.417777247591	572.347757456457	227.742069809042
1		TestProc	LF	wrinkle	papaya	nacho	tracer	rebirth	30	318	175	99	248	250	5	rebirth	248	1040	178.589838486224	572.347757456457	227.742069809042	874.862297099063	923.477879236698	1235.07533623806	587.573786016092	469.126458173285	674.842637366365
1		TestProc	HF	plate	faith	charm	fantasy	evening	309	97	178	241	18	250	4	fantasy	241	529.141615417212	273.271843580065	1237.01846065653	573.747737362059	853.959798681	924.756330807638	490.152117144242	718.923848098535	963.606797749979	144.577393481939
1		TestProc	LF	default	replica	unrest	shroud	stead	223	11	309	139	73	250	1	default	223	567.200655975001	817.541480647668	916.323598150618	132.349126620934	529.141615417212	273.271843580065	1102.4236115962	826.883832089109	1222.52190238521	408.051318110905
1		TestProc	HF	whale	priest	record	goose	square	56	264	124	333	194	350	1	whale	56	1171.61502902202	301.322838611701	442.191241852691	566.811385307061	1171.61502902202	748.677161388299	658.403800104181	168.597390324653	743.231241760133	913.118290510399
1		TestProc	LF	fatigue	suntan	tablet	wartime	solace	135	59	205	350	285	350	3	tablet	205	1122.84271247462	807.842712474619	1182.86692028084	318.984770035978	670.95269530372	887.52311481466	770.540728933227	131.076898795117	453.629669484373	421.472381958992
1		TestProc	HF	liberty	massage	article	rocket	blood	205	359	293	63	133	150	1	liberty	205	670.95269530372	887.52311481466	833.019037425086	125.060921937443	471.798058619024	368.707548604291	1196.40260967535	343.403800104181	1132.54148064767	797.799344024999
1		TestProc	LF	safari	atheist	titan	ripple	leper	69	208	141	280	344	150	1	safari	69	1213.43217059888	381.65282018188	652.211374885644	878.179037143571	1091.72815641994	835.858384582788	446.076898795117	455.540728933228	729.7450576732	140.495321624673
1		TestProc	HF	mister	scout	system	desire	trouble	311	99	15	162	243	150	2	scout	99	538.116167910891	262.576388403797	1235.07533623806	587.573786016092	943.527618041008	138.629669484373	963.606797749979	905.422606518061	483.597390324653	706.596199895819
1		TestProc	HF	vehicle	county	blanket	stake	society	95	229	165	292	27	150	5	society	27	1238.4778792367	559.862297099063	538.116167910891	787.423611596203	943.527618041008	911.370330515627	469.126458173285	375.157362633635	1021.59619989582	168.597390324653
1		TestProc	LF	plaid	montage	giraffe	snowman	ringer	128	195	59	339	276	150	3	giraffe	59	1155.20430144269	771.264590130263	736.472381958992	911.370330515627	1182.86692028084	318.984770035978	696.65282018188	151.567829401119	442.191241852691	483.188614692939
1		TestProc	LF	pioneer	girdle	flannel	zephyr	folly	278	359	83	216	155	350	5	folly	155	443.892772503372	469.330759615974	833.019037425086	125.060921937443	1237.01846065653	476.252262637941	604.885899083011	848.606797749979	1009.04730469628	887.52311481466
1		TestProc	HF	guest	pumpkin	baron	paper	route	156	303	95	4	229	150	4	paper	4	1002.69465723032	890.41818305704	504.53177282183	307.144385993989	1238.4778792367	559.862297099063	867.90258949765	125.97437989607	538.116167910891	787.423611596203
1		TestProc	HF	purpose	casino	beauty	lesson	price	301	140	224	4	65	150	3	beauty	224	497.133079719155	318.984770035978	1097.11504387462	831.417777247591	562.136651816401	812.73592013546	867.90258949765	125.97437989607	1202.52311481466	355.95269530372
