Weight	Nested	Procedure	freq	word1	word2	word3	word4	word5	angle1	angle2	angle3	angle4	angle5	duration	target_word_place	target_word	target_angle	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5
1		TestProc	HF	square	alarm	warden	device	ocean	87	165	301	23	234	1000	5	ocean	234	1239.45181390183	504.065617502822	943.527618041008	911.370330515627	497.133079719155	318.984770035978	996.292451395709	156.798058619024	516.393202250021	760.114100916989
1		TestProc	LF	pollen	spiral	ghoul	trapper	golfing	94	230	314	31	168	750	4	trapper	31	1239.02562010393	552.90258949765	533.582222752409	782.115043874616	552.264079864539	247.136651816401	1046.01522996402	182.133079719155	923.164676327104	916.259040293522
1		TestProc	LF	deficit	gimmick	cipher	prude	mascara	138	75	228	11	291	1000	4	prude	11	1107.65224254354	822.257930190958	1226.37033051563	421.472381958992	542.742069809042	792.652242543543	916.323598150618	132.349126620934	466.567829401119	381.65282018188
1		TestProc	HF	peanut	train	pizza	channel	hollow	320	256	98	23	175	750	5	hollow	175	582.884956125384	218.582222752409	451.881709489601	621.768758239867	1236.10722749663	580.669240384026	996.292451395709	156.798058619024	874.862297099063	923.477879236698
1		TestProc	HF	planet	crime	reward	grief	destiny	297	160	230	77	11	500	5	destiny	11	483.597390324653	343.403800104181	976.808057330268	900.877048314363	533.582222752409	782.115043874616	1229.74802591409	435.019578262454	916.323598150618	132.349126620934
1		TestProc	HF	trace	trouble	budget	sugar	wound	52	327	116	187	258	1000	1	trace	52	1155.20430144269	278.735409869737	622.144385993989	189.53177282183	1199.51761851967	700.348458715631	791.252262637941	922.018460656529	448.740959706478	608.164676327104
1		TestProc	LF	esquire	roundup	tablet	gizmo	lotto	29	161	91	286	223	500	3	tablet	91	1033.92384809853	175.152117144242	970.227261782863	903.207430239727	1239.93907806256	531.980962574913	455.495321624672	414.7450576732	567.200655975001	817.541480647668
1		TestProc	HF	highway	tiger	steel	journey	holiday	34	325	263	184	102	500	1	highway	34	1063.6771613883	193.384970977983	610.569425459581	197.339182284403	442.981539343471	573.747737362059	812.09741050235	924.02562010393	1231.25904029352	608.164676327104
1		TestProc	LF	modem	texture	widower	staging	dioxide	224	161	97	11	299	1000	5	dioxide	299	562.136651816401	812.73592013546	970.227261782863	903.207430239727	1237.01846065653	573.747737362059	916.323598150618	132.349126620934	490.152117144242	331.076151901465
1		TestProc	LF	summary	lithium	sandbox	dingo	tract	161	224	298	11	87	500	4	dingo	11	970.227261782863	903.207430239727	562.136651816401	812.73592013546	486.820962856429	337.211374885644	916.323598150618	132.349126620934	1239.45181390183	504.065617502822
1		TestProc	LF	famine	drinker	phooey	staple	mousse	64	157	281	218	342	750	3	phooey	281	1199.51761851967	349.651541284369	996.29245139571	893.201941380976	447.349126620934	448.676401849382	593.735409869737	840.204301442689	716.393202250021	144.577393481939
1		TestProc	HF	missile	person	guard	singer	couple	99	182	34	330	243	500	3	guard	34	1235.07533623806	587.573786016092	826.040201319	924.756330807638	1063.6771613883	193.384970977983	640	178.589838486225	483.597390324653	706.596199895819
1		TestProc	LF	ditto	blitz	gateway	ration	sundae	341	56	272	147	209	500	1	ditto	341	709.772738217137	146.792569760273	1171.61502902202	301.322838611701	440.243669192362	511.040201318999	1057.85561400601	860.46822717817	646.076151901465	874.847882855758
1		TestProc	LF	ethic	equity	viewer	tracker	cholera	199	106	42	333	260	500	5	cholera	260	709.772738217137	903.207430239727	1224.50467837533	635.2549423268	1107.65224254354	227.742069809042	658.403800104181	168.597390324653	446.076898795117	594.459271066772
1		TestProc	HF	honey	cookie	police	costume	weather	211	285	13	142	77	750	4	costume	142	633.984770035978	867.866920280845	453.629669484373	421.472381958992	929.980421737546	135.251974085906	1086.26459013026	840.204301442689	1229.74802591409	435.019578262454
1		TestProc	HF	sweetie	science	album	prize	museum	289	57	356	228	118	1000	3	album	356	461.792569760273	394.772738217137	1175.46822717817	307.144385993989	812.09741050235	125.97437989607	542.742069809042	792.652242543543	1193.17903714357	712.788625114356
1		TestProc	LF	sunup	apostle	hearse	dossier	dearie	299	231	169	85	23	1000	2	apostle	231	490.152117144242	331.076151901465	529.141615417212	776.728156419935	916.323598150618	917.650873379066	1238.4778792367	490.137702900937	996.292451395709	156.798058619024
1		TestProc	HF	thumb	thief	piano	memory	fever	280	124	342	48	187	1000	4	memory	48	446.076898795117	455.540728933228	1171.61502902202	748.677161388299	716.393202250021	144.577393481939	1137.25793019096	257.347757456457	791.252262637941	922.018460656529
1		TestProc	HF	wedding	diamond	video	wheel	servant	49	264	202	325	124	750	3	video	202	1141.88383208911	262.576388403797	442.191241852691	566.811385307061	690.157362633635	895.873541826715	610.569425459581	197.339182284403	1171.61502902202	748.677161388299
1		TestProc	HF	mission	island	option	murder	lover	126	331	62	194	259	1000	2	island	331	1163.60679774998	760.114100916989	646.076151901465	175.152117144242	1193.17903714357	337.211374885644	743.231241760133	913.118290510399	447.349126620934	601.323598150618
